person,skill,level
Charlie Wang 4145,Reinforcement Learning,Expert
Reese Singh 4146,Machine Learning (Practical),Expert
Reese Singh 4146,Scala for Healthcare,Beginner
Reese Singh 4146,Go (Practical),Advanced
Morgan Anderson 4147,Statistics (Intro),Intermediate
Morgan Anderson 4147,SQL Fundamentals,Intermediate
Morgan Anderson 4147,JavaScript (Practical),Beginner
Morgan Anderson 4147,GCP (Practical),Intermediate
Olivia Singh 4148,MLOps Advanced,Beginner
Olivia Singh 4148,PyTorch,Intermediate
Olivia Singh 4148,Deep Learning,Expert
Olivia Singh 4148,Java for Finance,Intermediate
Evan Wang 4149,Airflow Advanced,Beginner
Evan Wang 4149,Kubernetes Fundamentals,Advanced
Evan Wang 4149,Snowflake (Practical),Beginner
Evan Wang 4149,Machine Learning Advanced,Intermediate
Evan Wang 4149,Kafka (Intro),Expert
Evan Wang 4149,Deep Learning Advanced,Expert
Li Hall 4150,Kubernetes - Best Practices,Expert
Li Hall 4150,React Fundamentals,Expert
Li Hall 4150,SQL Fundamentals,Beginner
Li Hall 4150,Microservices Fundamentals,Intermediate
Li Hall 4150,PyTorch for Finance,Intermediate
Yuki Moore 4151,Redshift for Finance,Beginner
Yuki Moore 4151,C++ for Healthcare,Advanced
Yuki Moore 4151,Airflow Advanced,Expert
Yuki Moore 4151,Data Visualization Fundamentals,Expert
Yuki Moore 4151,Reinforcement Learning for Healthcare,Beginner
Yuki Moore 4151,Statistics Advanced,Intermediate
Yuki Moore 4151,Go for Finance,Advanced
Evan Patel 4152,PyTorch (Practical),Intermediate
Evan Patel 4152,Go (Intro),Expert
Evan Patel 4152,Linux for Finance,Advanced
Avery Martinez 4153,REST APIs Advanced,Expert
Avery Martinez 4153,GANs Advanced,Intermediate
Avery Martinez 4153,Computer Vision,Intermediate
Avery Martinez 4153,Apache Spark Fundamentals,Beginner
Avery Martinez 4153,Pandas for Finance,Intermediate
Mason Lopez 4154,React Fundamentals,Advanced
Mason Lopez 4154,Statistics for Finance,Expert
Mason Lopez 4154,Kubernetes - Best Practices,Advanced
Mason Lopez 4154,Azure Advanced,Advanced
Mason Lopez 4154,Time Series for Healthcare,Expert
Mason Lopez 4154,Deep Learning - Best Practices,Beginner
Mason Lopez 4154,TensorFlow for Healthcare,Intermediate
Riley Clark 4155,Cloud Computing (Intro),Expert
Riley Clark 4155,AWS,Beginner
Riley Clark 4155,Microservices (Practical),Intermediate
Riley Clark 4155,Redshift for Finance,Beginner
Riley Clark 4155,GANs (Intro),Beginner
Riley Clark 4155,Deep Learning Fundamentals,Expert
Avery Taylor 4156,Statistics (Practical),Intermediate
Avery Taylor 4156,Tableau (Intro),Beginner
Avery Taylor 4156,SQL Fundamentals,Advanced
Avery Taylor 4156,Go Advanced,Expert
Luca Allen 4157,Scala (Practical),Beginner
Luca Allen 4157,Deep Learning - Best Practices,Intermediate
Luca Allen 4157,Machine Learning Advanced,Intermediate
Luca Allen 4157,NLP Advanced,Advanced
Hana Scott 4158,Kafka Advanced,Intermediate
Hana Scott 4158,Scala - Best Practices,Expert
Hana Scott 4158,Reinforcement Learning - Best Practices,Advanced
Hana Scott 4158,AWS (Practical),Expert
Riley Green 4159,Deep Learning for Healthcare,Beginner
Riley Green 4159,Linux (Intro),Beginner
Riley Green 4159,React for Healthcare,Advanced
Riley Green 4159,JavaScript for Healthcare,Beginner
Riley Green 4159,REST APIs Advanced,Expert
Riley Green 4159,Azure - Best Practices,Expert
Mateo Garcia 4160,Probability (Practical),Expert
Mateo Garcia 4160,Snowflake - Best Practices,Expert
Mateo Garcia 4160,Deep Learning (Practical),Beginner
Mateo Garcia 4160,Airflow (Intro),Advanced
Morgan Wright 4161,PowerBI Fundamentals,Beginner
Morgan Wright 4161,SQL Advanced,Expert
Morgan Wright 4161,Node.js Advanced,Beginner
Morgan Wright 4161,Airflow - Best Practices,Advanced
Nina Wang 4162,Statistics (Practical),Advanced
Nina Wang 4162,Reinforcement Learning for Finance,Advanced
Nina Wang 4162,Java Advanced,Expert
Nina Wang 4162,AWS - Best Practices,Intermediate
Nina Wang 4162,Deep Learning,Expert
Nina Wang 4162,Kubernetes Advanced,Advanced
Nina Wang 4162,Probability for Healthcare,Beginner
Anu Clark 4163,Pandas Fundamentals,Expert
Anu Clark 4163,Linux (Intro),Expert
Anu Clark 4163,Computer Vision,Intermediate
Anu Clark 4163,Statistics for Finance,Advanced
Isabella Scott 4164,Go - Best Practices,Expert
Isabella Scott 4164,NLP Fundamentals,Advanced
Isabella Scott 4164,JavaScript Fundamentals,Intermediate
Isabella Scott 4164,GCP (Intro),Beginner
Isabella Scott 4164,Spark Streaming (Intro),Expert
Isabella Scott 4164,JavaScript,Intermediate
Jamie Moore 4165,Machine Learning for Healthcare,Beginner
Jamie Moore 4165,Deep Learning for Healthcare,Intermediate
Jamie Moore 4165,React for Healthcare,Advanced
Jamie Moore 4165,Apache Spark (Intro),Intermediate
Jamie Moore 4165,Docker (Intro),Intermediate
Li Lewis 4166,Python (Practical),Beginner
Li Lewis 4166,Machine Learning,Expert
Li Lewis 4166,Azure (Intro),Expert
Li Lewis 4166,Cloud Computing - Best Practices,Intermediate
Li Lewis 4166,Deep Learning for Healthcare,Expert
Li Lewis 4166,Docker (Intro),Advanced
Li Lewis 4166,Kafka for Healthcare,Beginner
Avery Kumar 4167,Scikit-Learn (Practical),Advanced
Avery Kumar 4167,Hadoop Fundamentals,Beginner
Avery Kumar 4167,MLOps (Intro),Expert
Avery Kumar 4167,Statistics (Intro),Expert
Avery Kumar 4167,Probability - Best Practices,Intermediate
Avery Kumar 4167,Scala,Intermediate
Charlie Allen 4168,Scikit-Learn for Finance,Beginner
Charlie Allen 4168,SQL for Healthcare,Intermediate
Charlie Allen 4168,SQL (Practical),Beginner
Charlie Allen 4168,Azure - Best Practices,Beginner
Charlie Allen 4168,CI/CD,Expert
Mia Walker 4169,TensorFlow Advanced,Intermediate
Mia Walker 4169,Cloud Computing Fundamentals,Expert
Mia Walker 4169,NumPy Fundamentals,Intermediate
Mia Walker 4169,Probability for Healthcare,Advanced
Wei Moore 4170,Pandas for Healthcare,Expert
Wei Moore 4170,Java for Finance,Advanced
Wei Moore 4170,Scikit-Learn Advanced,Expert
Mia Wright 4171,Reinforcement Learning for Finance,Intermediate
Mia Wright 4171,Scikit-Learn (Intro),Advanced
Mia Wright 4171,REST APIs (Practical),Expert
Mia Wright 4171,Computer Vision for Finance,Advanced
Mia Wright 4171,Redshift Advanced,Beginner
Mia Wright 4171,Python - Best Practices,Advanced
Priya Martinez 4172,Kafka,Beginner
Priya Martinez 4172,Linux (Practical),Expert
Priya Martinez 4172,GANs for Healthcare,Expert
Priya Martinez 4172,Deep Learning - Best Practices,Beginner
Priya Martinez 4172,Scala (Practical),Expert
Priya Martinez 4172,Kafka for Finance,Expert
Noah Lewis 4173,SQL (Practical),Intermediate
Noah Lewis 4173,Azure Fundamentals,Expert
Noah Lewis 4173,ETL Fundamentals,Intermediate
Noah Lewis 4173,AWS for Healthcare,Intermediate
Nina Patel 4174,Redshift Advanced,Intermediate
Nina Patel 4174,NLP for Finance,Intermediate
Nina Patel 4174,Kubernetes for Finance,Advanced
Nina Patel 4174,C++ (Intro),Advanced
Fatima Lewis 4175,Node.js Advanced,Expert
Fatima Lewis 4175,Azure - Best Practices,Intermediate
Fatima Lewis 4175,CI/CD - Best Practices,Intermediate
Fatima Lewis 4175,Kubernetes for Finance,Intermediate
Fatima Lewis 4175,Cloud Computing - Best Practices,Beginner
Sofia Martin 4176,MLOps,Intermediate
Sofia Martin 4176,Apache Spark,Expert
Sofia Martin 4176,Kafka (Practical),Beginner
Sofia Martin 4176,NumPy Advanced,Expert
Sofia Martin 4176,Docker for Finance,Advanced
Sofia Martin 4176,BigQuery (Practical),Beginner
Mateo Scott 4177,DBT Advanced,Expert
Mateo Scott 4177,MLOps (Intro),Beginner
Mateo Scott 4177,ETL Fundamentals,Beginner
Mateo Scott 4177,Scikit-Learn,Expert
Liam Martin 4178,Cloud Computing (Practical),Beginner
Liam Martin 4178,Scala Advanced,Expert
Liam Martin 4178,Reinforcement Learning - Best Practices,Advanced
Sam Green 4179,Computer Vision,Beginner
Sam Green 4179,Tableau for Healthcare,Expert
Sam Green 4179,Data Visualization Fundamentals,Intermediate
Sam Green 4179,BigQuery (Practical),Advanced
Morgan Wang 4180,Snowflake for Healthcare,Beginner
Morgan Wang 4180,Apache Spark - Best Practices,Advanced
Morgan Wang 4180,PowerBI (Intro),Beginner
Morgan Wang 4180,Node.js - Best Practices,Beginner
Morgan Wang 4180,CI/CD - Best Practices,Advanced
Morgan Wang 4180,Python,Advanced
Morgan Wang 4180,Machine Learning (Intro),Expert
Cameron Brown 4181,Hadoop for Healthcare,Intermediate
Cameron Brown 4181,Azure for Finance,Intermediate
Cameron Brown 4181,Data Visualization for Finance,Advanced
Cameron Brown 4181,PyTorch for Finance,Expert
Cameron Brown 4181,SQL for Finance,Beginner
Liam Wright 4182,Python,Expert
Liam Wright 4182,Data Visualization,Intermediate
Liam Wright 4182,Microservices - Best Practices,Intermediate
Liam Wright 4182,Snowflake,Advanced
Liam Wright 4182,REST APIs (Practical),Intermediate
Liam Wright 4182,DBT,Advanced
Liam Wright 4182,Spark Streaming (Intro),Intermediate
Zoe Wright 4183,Tableau (Intro),Expert
Zoe Wright 4183,Go Advanced,Beginner
Zoe Wright 4183,Computer Vision (Practical),Beginner
Zoe Wright 4183,MLOps,Advanced
Zoe Wright 4183,Data Visualization for Healthcare,Expert
Zoe Wright 4183,SQL (Practical),Intermediate
Nina King 4184,C++ (Intro),Intermediate
Nina King 4184,Azure for Finance,Expert
Nina King 4184,Data Visualization,Beginner
Nina King 4184,MLOps,Intermediate
Nina King 4184,Go - Best Practices,Expert
Mateo Thomas 4185,Pandas (Practical),Intermediate
Mateo Thomas 4185,Cloud Computing - Best Practices,Expert
Mateo Thomas 4185,Docker for Finance,Intermediate
Mateo Thomas 4185,JavaScript - Best Practices,Intermediate
Mateo Thomas 4185,Go Advanced,Intermediate
Wei Clark 4186,CI/CD - Best Practices,Advanced
Wei Clark 4186,AWS (Practical),Expert
Wei Clark 4186,Linux for Healthcare,Expert
Wei Clark 4186,Hadoop Fundamentals,Expert
Wei Clark 4186,SQL Fundamentals,Advanced
Isabella Lee 4187,REST APIs for Healthcare,Expert
Isabella Lee 4187,Airflow,Intermediate
Isabella Lee 4187,Airflow - Best Practices,Beginner
Isabella Lee 4187,C++ Fundamentals,Beginner
Isabella Lee 4187,Computer Vision - Best Practices,Advanced
Parker Kumar 4188,Pandas (Intro),Beginner
Parker Kumar 4188,Scikit-Learn,Advanced
Parker Kumar 4188,Docker for Finance,Advanced
Parker Kumar 4188,Machine Learning,Advanced
Mason Moore 4189,Reinforcement Learning for Finance,Advanced
Mason Moore 4189,GANs Fundamentals,Advanced
Mason Moore 4189,MLOps for Healthcare,Beginner
Mason Moore 4189,CI/CD - Best Practices,Expert
Mason Moore 4189,Airflow Advanced,Expert
Mason Moore 4189,BigQuery Fundamentals,Advanced
Hana Jackson 4190,NumPy for Healthcare,Beginner
Hana Jackson 4190,Azure for Finance,Advanced
Hana Jackson 4190,Spark Streaming Fundamentals,Intermediate
Hana Jackson 4190,Snowflake (Practical),Beginner
Hana Jackson 4190,Time Series,Beginner
Hana Jackson 4190,Spark Streaming Advanced,Beginner
Hana Green 4191,Azure for Finance,Intermediate
Hana Green 4191,NumPy,Intermediate
Hana Green 4191,Pandas (Practical),Advanced
Roshni Allen 4192,AWS Fundamentals,Intermediate
Roshni Allen 4192,TensorFlow,Beginner
Roshni Allen 4192,Statistics Advanced,Advanced
Roshni Allen 4192,Linux Advanced,Beginner
Roshni Allen 4192,CI/CD (Practical),Advanced
Roshni Allen 4192,Reinforcement Learning (Intro),Advanced
Roshni Allen 4192,PowerBI for Finance,Advanced
Harper Young 4193,C++ Advanced,Advanced
Harper Young 4193,Cloud Computing Fundamentals,Expert
Harper Young 4193,PyTorch (Practical),Beginner
Harper Young 4193,Python - Best Practices,Intermediate
Priya Lopez 4194,Apache Spark Fundamentals,Beginner
Priya Lopez 4194,REST APIs for Healthcare,Advanced
Priya Lopez 4194,Statistics - Best Practices,Beginner
Priya Lopez 4194,Scikit-Learn (Practical),Advanced
Priya Lopez 4194,Node.js for Healthcare,Advanced
Priya Lopez 4194,Java for Healthcare,Beginner
Li Hall 4195,Computer Vision,Advanced
Li Hall 4195,Java Fundamentals,Beginner
Li Hall 4195,NLP Advanced,Advanced
Li Hall 4195,Cloud Computing Advanced,Expert
Olivia Jackson 4196,Reinforcement Learning,Advanced
Olivia Jackson 4196,NumPy (Practical),Expert
Olivia Jackson 4196,Scala for Healthcare,Expert
Olivia Jackson 4196,Machine Learning for Finance,Intermediate
Rowan Allen 4197,NLP,Intermediate
Rowan Allen 4197,Node.js,Expert
Rowan Allen 4197,Azure (Intro),Beginner
Rowan Allen 4197,Azure Advanced,Expert
Sofia Martin 4198,React (Intro),Expert
Sofia Martin 4198,Go Advanced,Expert
Sofia Martin 4198,Kubernetes Fundamentals,Advanced
Evan Patel 4199,Node.js (Intro),Beginner
Evan Patel 4199,NLP,Intermediate
Evan Patel 4199,Microservices - Best Practices,Advanced
Evan Patel 4199,Time Series (Practical),Expert
Drew Kumar 4200,C++,Expert
Drew Kumar 4200,Probability for Healthcare,Expert
Drew Kumar 4200,JavaScript - Best Practices,Expert
Drew Kumar 4200,MLOps for Finance,Expert
Drew Kumar 4200,Azure Fundamentals,Intermediate
Noah Moore 4201,DBT Advanced,Intermediate
Noah Moore 4201,PyTorch for Healthcare,Intermediate
Noah Moore 4201,MLOps Advanced,Beginner
Noah Moore 4201,CI/CD - Best Practices,Beginner
Noah Moore 4201,Airflow Advanced,Expert
Noah Moore 4201,Scala (Practical),Intermediate
Mason Patel 4202,Redshift Fundamentals,Intermediate
Mason Patel 4202,Node.js,Advanced
Mason Patel 4202,Time Series for Healthcare,Expert
Mason Patel 4202,Python for Finance,Advanced
Mason Patel 4202,GANs for Healthcare,Expert
Mason Patel 4202,Kafka,Beginner
Lucas Moore 4203,Airflow - Best Practices,Advanced
Lucas Moore 4203,Computer Vision,Beginner
Lucas Moore 4203,Scala Advanced,Expert
Lucas Moore 4203,Microservices (Practical),Intermediate
Mia Nguyen 4204,Computer Vision for Healthcare,Expert
Mia Nguyen 4204,NumPy Advanced,Advanced
Mia Nguyen 4204,Snowflake Fundamentals,Beginner
Mia Nguyen 4204,Statistics (Intro),Beginner
Dylan Singh 4205,JavaScript Advanced,Beginner
Dylan Singh 4205,Airflow (Practical),Intermediate
Dylan Singh 4205,Statistics (Practical),Beginner
Dylan Singh 4205,BigQuery for Finance,Intermediate
Dylan Singh 4205,Snowflake (Practical),Intermediate
Dylan Singh 4205,Microservices Advanced,Beginner
Sam King 4206,Kubernetes (Intro),Advanced
Sam King 4206,Snowflake (Intro),Intermediate
Sam King 4206,GCP Advanced,Beginner
Sam King 4206,Hadoop,Expert
Sam King 4206,DBT Fundamentals,Advanced
Sam King 4206,Apache Spark,Expert
Sam King 4206,C++ Fundamentals,Intermediate
Sam Patel 4207,Microservices for Healthcare,Advanced
Sam Patel 4207,CI/CD for Finance,Intermediate
Sam Patel 4207,Apache Spark (Intro),Beginner
Sam Patel 4207,Docker for Finance,Intermediate
Priya Jackson 4208,PowerBI (Practical),Advanced
Priya Jackson 4208,AWS (Intro),Expert
Priya Jackson 4208,Linux - Best Practices,Intermediate
Priya Jackson 4208,ETL for Finance,Intermediate
Priya Jackson 4208,Airflow - Best Practices,Expert
Casey Anderson 4209,SQL Fundamentals,Expert
Casey Anderson 4209,Docker - Best Practices,Advanced
Casey Anderson 4209,NLP for Healthcare,Beginner
Casey Anderson 4209,Spark Streaming Advanced,Beginner
Casey Anderson 4209,Apache Spark for Healthcare,Expert
Avery Lewis 4210,C++ for Finance,Beginner
Avery Lewis 4210,Go Advanced,Advanced
Avery Lewis 4210,Cloud Computing (Intro),Expert
Avery Lewis 4210,NumPy (Intro),Expert
Avery Lewis 4210,Node.js Advanced,Expert
Riley Martin 4211,Scala (Intro),Expert
Riley Martin 4211,C++ (Intro),Advanced
Riley Martin 4211,Time Series (Practical),Intermediate
Riley Martin 4211,React Fundamentals,Advanced
Jamie Clark 4212,Computer Vision Fundamentals,Beginner
Jamie Clark 4212,Cloud Computing for Finance,Advanced
Jamie Clark 4212,SQL - Best Practices,Intermediate
Jamie Clark 4212,C++,Advanced
Evan Walker 4213,Statistics (Intro),Expert
Evan Walker 4213,Machine Learning - Best Practices,Expert
Evan Walker 4213,Redshift Advanced,Expert
Evan Walker 4213,PowerBI for Finance,Beginner
Evan Patel 4214,Python,Beginner
Evan Patel 4214,Go for Finance,Beginner
Evan Patel 4214,Apache Spark,Advanced
Evan Patel 4214,Scala,Expert
Roshni Walker 4215,Pandas for Finance,Intermediate
Roshni Walker 4215,Cloud Computing for Finance,Intermediate
Roshni Walker 4215,Python (Practical),Advanced
Roshni Walker 4215,Redshift,Expert
Roshni Walker 4215,CI/CD Fundamentals,Intermediate
Roshni Walker 4215,SQL (Intro),Beginner
Yuki Wright 4216,Kubernetes,Advanced
Yuki Wright 4216,Pandas Fundamentals,Advanced
Yuki Wright 4216,Microservices Advanced,Advanced
Yuki Wright 4216,Airflow for Finance,Intermediate
Yuki Wright 4216,PyTorch for Finance,Beginner
Yuki Wright 4216,Tableau (Practical),Intermediate
Evan Nguyen 4217,MLOps (Intro),Intermediate
Evan Nguyen 4217,Spark Streaming (Intro),Beginner
Evan Nguyen 4217,Microservices for Healthcare,Beginner
Evan Nguyen 4217,Time Series - Best Practices,Intermediate
Evan Nguyen 4217,Python (Intro),Advanced
Evan Nguyen 4217,Go (Practical),Beginner
Evan Nguyen 4217,GANs Advanced,Intermediate
Cameron Young 4218,Data Visualization for Healthcare,Advanced
Cameron Young 4218,Pandas,Advanced
Cameron Young 4218,NLP Advanced,Advanced
Cameron Young 4218,AWS Advanced,Beginner
Cameron Young 4218,Pandas - Best Practices,Beginner
Cameron Young 4218,MLOps for Healthcare,Intermediate
Noah Nguyen 4219,PyTorch (Practical),Intermediate
Noah Nguyen 4219,MLOps for Finance,Advanced
Noah Nguyen 4219,PyTorch,Expert
Noah Nguyen 4219,Computer Vision,Beginner
Lucas Brown 4220,Cloud Computing,Advanced
Lucas Brown 4220,Kubernetes (Practical),Intermediate
Lucas Brown 4220,Cloud Computing Advanced,Beginner
Lucas Brown 4220,Snowflake (Intro),Intermediate
Lucas Brown 4220,Computer Vision - Best Practices,Advanced
Lucas Brown 4220,AWS (Intro),Advanced
Lucas Brown 4220,C++ Advanced,Intermediate
Anu Johnson 4221,Node.js for Finance,Intermediate
Anu Johnson 4221,REST APIs for Healthcare,Advanced
Anu Johnson 4221,Statistics (Intro),Advanced
Anu Johnson 4221,Docker - Best Practices,Beginner
Anu Johnson 4221,Docker for Finance,Beginner
Anu Johnson 4221,Computer Vision Fundamentals,Beginner
Riley Thomas 4222,Data Visualization for Healthcare,Advanced
Riley Thomas 4222,Reinforcement Learning for Finance,Expert
Riley Thomas 4222,MLOps Fundamentals,Beginner
Riley Thomas 4222,Go (Intro),Advanced
Riley Kumar 4223,DBT - Best Practices,Expert
Riley Kumar 4223,Pandas Fundamentals,Expert
Riley Kumar 4223,Machine Learning - Best Practices,Intermediate
Jordan Allen 4224,MLOps Fundamentals,Beginner
Jordan Allen 4224,Go,Expert
Jordan Allen 4224,Airflow Fundamentals,Advanced
Fatima Wright 4225,MLOps Fundamentals,Advanced
Fatima Wright 4225,JavaScript - Best Practices,Intermediate
Fatima Wright 4225,NumPy (Practical),Advanced
Fatima Wright 4225,PowerBI Fundamentals,Expert
Fatima Wright 4225,BigQuery (Practical),Intermediate
Fatima Wright 4225,Pandas,Intermediate
Fatima Wright 4225,CI/CD (Intro),Advanced
Isabella Wright 4226,Spark Streaming Fundamentals,Intermediate
Isabella Wright 4226,DBT (Practical),Advanced
Isabella Wright 4226,CI/CD for Finance,Beginner
Mia Kumar 4227,GANs - Best Practices,Advanced
Mia Kumar 4227,PyTorch (Intro),Advanced
Mia Kumar 4227,ETL for Healthcare,Intermediate
Mia Kumar 4227,JavaScript Fundamentals,Beginner
Mia Kumar 4227,PowerBI (Intro),Intermediate
Mia Anderson 4228,Snowflake (Practical),Intermediate
Mia Anderson 4228,Kubernetes Advanced,Intermediate
Mia Anderson 4228,MLOps Advanced,Beginner
Mia Anderson 4228,CI/CD,Advanced
Cameron Brown 4229,NumPy Fundamentals,Advanced
Cameron Brown 4229,JavaScript Fundamentals,Advanced
Cameron Brown 4229,Deep Learning Fundamentals,Expert
Cameron Brown 4229,Python (Intro),Beginner
Cameron Brown 4229,SQL for Finance,Beginner
Li Moore 4230,Machine Learning,Advanced
Li Moore 4230,Docker (Practical),Beginner
Li Moore 4230,TensorFlow,Intermediate
Li Moore 4230,Kubernetes Fundamentals,Intermediate
Li Moore 4230,GANs - Best Practices,Intermediate
Hana Taylor 4231,CI/CD for Finance,Advanced
Hana Taylor 4231,Reinforcement Learning - Best Practices,Expert
Hana Taylor 4231,DBT for Healthcare,Beginner
Hana Taylor 4231,NumPy (Practical),Beginner
Hana Taylor 4231,GCP for Finance,Advanced
Hana Taylor 4231,Deep Learning for Healthcare,Expert
Hana Taylor 4231,Kafka for Healthcare,Beginner
Mateo Kumar 4232,MLOps - Best Practices,Expert
Mateo Kumar 4232,C++ (Intro),Expert
Mateo Kumar 4232,TensorFlow Advanced,Advanced
Mateo Kumar 4232,JavaScript (Practical),Expert
Mateo Kumar 4232,Time Series,Beginner
Jamie Wang 4233,REST APIs (Intro),Expert
Jamie Wang 4233,C++ Fundamentals,Intermediate
Jamie Wang 4233,CI/CD for Healthcare,Expert
Jamie Wang 4233,PowerBI,Intermediate
Jamie Wang 4233,PyTorch for Healthcare,Beginner
Noah Smith 4234,Pandas (Practical),Expert
Noah Smith 4234,Scikit-Learn Fundamentals,Expert
Noah Smith 4234,Cloud Computing - Best Practices,Intermediate
Noah Smith 4234,Scala - Best Practices,Expert
Noah Smith 4234,NumPy Advanced,Beginner
Noah Smith 4234,Spark Streaming Fundamentals,Intermediate
Noah Smith 4234,Java - Best Practices,Expert
Liam Kumar 4235,TensorFlow - Best Practices,Expert
Liam Kumar 4235,Pandas Fundamentals,Intermediate
Liam Kumar 4235,BigQuery,Beginner
Liam Kumar 4235,Python (Intro),Beginner
Sam Brown 4236,Probability (Practical),Expert
Sam Brown 4236,Azure Advanced,Beginner
Sam Brown 4236,MLOps Advanced,Advanced
Sam Brown 4236,Statistics (Intro),Beginner
Sam Brown 4236,Machine Learning for Finance,Expert
Priya Wang 4237,PowerBI for Finance,Expert
Priya Wang 4237,Airflow (Intro),Beginner
Priya Wang 4237,AWS (Intro),Beginner
Priya Wang 4237,ETL,Intermediate
Priya Wang 4237,Docker,Expert
Priya Wang 4237,NLP - Best Practices,Expert
Rowan Nguyen 4238,Data Visualization (Intro),Expert
Rowan Nguyen 4238,Node.js for Healthcare,Beginner
Rowan Nguyen 4238,Airflow (Intro),Intermediate
Rowan Nguyen 4238,AWS for Finance,Beginner
Rowan Nguyen 4238,Scikit-Learn,Beginner
Rowan Nguyen 4238,Tableau,Expert
Rowan Nguyen 4238,Scala (Intro),Intermediate
Harper King 4239,GCP for Healthcare,Beginner
Harper King 4239,JavaScript for Finance,Intermediate
Harper King 4239,GANs,Beginner
Harper King 4239,Microservices - Best Practices,Expert
Harper King 4239,Node.js - Best Practices,Advanced
Harper King 4239,AWS (Intro),Expert
Harper King 4239,GCP (Practical),Beginner
Mateo Anderson 4240,Cloud Computing for Finance,Advanced
Mateo Anderson 4240,DBT Fundamentals,Intermediate
Mateo Anderson 4240,Kubernetes - Best Practices,Expert
Mateo Anderson 4240,GANs Advanced,Beginner
Mateo Anderson 4240,TensorFlow Fundamentals,Beginner
Mateo Anderson 4240,CI/CD Fundamentals,Expert
Mateo Anderson 4240,Reinforcement Learning for Finance,Advanced
Jordan Brown 4241,Azure - Best Practices,Intermediate
Jordan Brown 4241,Redshift (Practical),Intermediate
Jordan Brown 4241,Tableau Advanced,Intermediate
Jamie Thomas 4242,Spark Streaming,Advanced
Jamie Thomas 4242,PyTorch for Healthcare,Intermediate
Jamie Thomas 4242,Kubernetes (Practical),Beginner
Jamie Thomas 4242,CI/CD (Intro),Beginner
Jamie Thomas 4242,C++ for Finance,Expert
Roshni Young 4243,Computer Vision (Intro),Expert
Roshni Young 4243,Hadoop for Finance,Advanced
Roshni Young 4243,React (Practical),Expert
Roshni Young 4243,Computer Vision for Finance,Beginner
Isabella King 4244,Airflow - Best Practices,Intermediate
Isabella King 4244,Data Visualization (Intro),Intermediate
Isabella King 4244,Azure for Healthcare,Expert
Isabella King 4244,Time Series for Finance,Beginner
Isabella King 4244,Redshift for Finance,Advanced
Li Thomas 4245,Apache Spark (Practical),Advanced
Li Thomas 4245,PyTorch (Intro),Beginner
Li Thomas 4245,Azure (Intro),Beginner
Li Thomas 4245,GANs Fundamentals,Advanced
Charlie Johnson 4246,Airflow - Best Practices,Beginner
Charlie Johnson 4246,Deep Learning Advanced,Advanced
Charlie Johnson 4246,Linux for Finance,Intermediate
Charlie Johnson 4246,Redshift Fundamentals,Expert
Charlie Johnson 4246,SQL,Intermediate
Charlie Johnson 4246,REST APIs,Expert
Charlie Johnson 4246,SQL Fundamentals,Beginner
Cameron Young 4247,Scala (Practical),Beginner
Cameron Young 4247,Time Series Advanced,Expert
Cameron Young 4247,Pandas Fundamentals,Advanced
Cameron Young 4247,React (Intro),Advanced
Cameron Young 4247,REST APIs (Practical),Expert
Cameron Young 4247,PyTorch Fundamentals,Expert
Rowan King 4248,Apache Spark Advanced,Advanced
Rowan King 4248,Kafka (Practical),Beginner
Rowan King 4248,Computer Vision Advanced,Expert
Rowan King 4248,Data Visualization for Healthcare,Intermediate
Mateo Jackson 4249,ETL - Best Practices,Expert
Mateo Jackson 4249,Computer Vision Fundamentals,Advanced
Mateo Jackson 4249,ETL,Beginner
Mateo Jackson 4249,Time Series Advanced,Expert
Mateo Jackson 4249,Linux (Practical),Advanced
Mateo Jackson 4249,Python Fundamentals,Beginner
Parker Clark 4250,GANs Fundamentals,Beginner
Parker Clark 4250,Time Series (Practical),Beginner
Parker Clark 4250,Docker - Best Practices,Advanced
Parker Patel 4251,Redshift (Practical),Beginner
Parker Patel 4251,BigQuery,Expert
Parker Patel 4251,Data Visualization Advanced,Beginner
Parker Patel 4251,Pandas for Healthcare,Beginner
Parker Patel 4251,Docker for Healthcare,Intermediate
Parker Patel 4251,C++ for Healthcare,Advanced
Parker Patel 4251,REST APIs (Practical),Beginner
Morgan Anderson 4252,Scala for Healthcare,Beginner
Morgan Anderson 4252,GCP Fundamentals,Beginner
Morgan Anderson 4252,Microservices (Practical),Expert
Morgan Anderson 4252,PyTorch (Practical),Advanced
Morgan Anderson 4252,ETL,Beginner
Drew Anderson 4253,Spark Streaming for Finance,Beginner
Drew Anderson 4253,GANs (Intro),Advanced
Drew Anderson 4253,Snowflake - Best Practices,Beginner
Drew Anderson 4253,Kubernetes for Healthcare,Advanced
Drew Anderson 4253,PyTorch - Best Practices,Advanced
Wei Martin 4254,GANs for Healthcare,Intermediate
Wei Martin 4254,Airflow for Healthcare,Beginner
Wei Martin 4254,C++ for Finance,Intermediate
Wei Martin 4254,NLP for Finance,Expert
Logan Patel 4255,AWS Fundamentals,Intermediate
Logan Patel 4255,GCP for Finance,Expert
Logan Patel 4255,Apache Spark,Advanced
Logan Patel 4255,Scikit-Learn,Expert
Alex Clark 4256,GCP for Healthcare,Intermediate
Alex Clark 4256,Kafka for Healthcare,Beginner
Alex Clark 4256,Apache Spark Advanced,Expert
Alex Clark 4256,DBT,Advanced
